ユーザID,学校種別(使用）,文理（使用）,アルバイト経験有無,アルバイト経験先,アルバイト店番,アルバイト店名,アルバイト社員番号,アルバイト開始年月,アルバイト期間,[SPI3U]言語(得点),[SPI3U]言語(段階),[SPI3U]非言語(得点),[SPI3U]非言語(段階),[SPI3U]基礎能力総合(得点),[SPI3U]基礎能力総合(段階),[SPI3U]Ａ対人接触,[SPI3U]Ｂ対人折衝,[SPI3U]Ｃ集団統率,[SPI3U]Ｄ協調協力,[SPI3U]Ｅサポート,[SPI3U]Ｆフットワーク,[SPI3U]Ｇスピーディー,[SPI3U]Ｈ予定外対応,[SPI3U]Ｉ自律遂行,[SPI3U]Ｊプレッシャー,[SPI3U]Ｋ着実持続,[SPI3U]Ｌ前例ない課題,[SPI3U]Ｍ企画アイデア,[SPI3U]Ｎ問題分析,[SPI3U]ダミー(1),[SPI3U]ダミー(2),[SPI3U]Ｗ創造重視,[SPI3U]Ｘ結果重視,[SPI3U]Ｙ調和重視,[SPI3U]Ｚ秩序重視,[SPI3U]応答態度Ａ,[SPI3U]ダミー,[SPI3Uフル]マネジメントスタイル座標,[SPI3U]内向-外向2,[SPI3U]調整-統率,[SPI3U]繊細-強靭,[SPI3U]維持‐変革,[SPI3U]活動系,[SPI3U]新卒R社員性格基準,final
16010547,大学,文系,勤務経験なし,,,,,,,63,6,44,3,54,5,3,3,4,2,3,4,4,4,4,3,1,3,3,3,2,2,4,3,3,1,1,1,W1,3,4,3,"3,5",4,3,0
16010548,大学,文系,過去に勤務していました,A社,,店名_695,,41699,6カ月以上,48,4,42,3,"44,5",3,4,5,5,2,3,4,5,5,5,4,3,5,4,3,6,5,5,4,2,3,1,1,W2,4,5,"4,5",5,"4,5","3,5",0
16010551,大学,文系,勤務経験なし,,,,,,,40,3,34,2,"35,5",2,2,1,2,3,3,1,1,1,3,2,3,1,2,2,4,4,2,3,3,3,1,1,Z1,2,"2,5","1,5",1,1,"2,8",0
16010552,大学,文系,勤務経験なし,,,,,,,28,1,50,4,"37,5",2,3,3,3,2,3,3,4,5,3,3,3,3,1,1,2,2,3,2,3,3,1,1,Y2,3,3,3,4,"3,5","2,8",0
16010567,大学,文系,現在、勤務しています,B社,479,店名_759,577088,41091,6カ月以上,41,3,40,3,"39,5",3,4,5,5,3,3,3,4,4,4,4,3,4,2,2,5,3,4,3,3,3,1,1,W4,4,"4,5","4,5",4,"3,5","3,5",0
16010576,大学,文系,勤務経験なし,,,,,,,34,2,33,2,"31,5",2,1,1,1,4,5,2,2,2,1,1,3,2,1,1,2,3,1,2,5,3,1,1,Y4,1,1,1,2,2,"2,8",0
16010585,,,勤務経験なし,,,,,,,49,4,58,5,54,5,3,3,4,4,4,3,2,2,3,3,2,2,3,3,2,2,4,2,3,3,1,1,W4,3,"3,5",3,2,"2,5","3,5",0
16010593,大学,文系,勤務経験なし,B社,,,,,,50,4,39,3,44,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,5,3,2,1,4,3,1,1,Y4,3,"2,5","2,5",3,3,3,0
16010597,大学,文系,現在、勤務しています,B社,1174,店名_481,571366,41000,6カ月以上,45,3,45,3,"44,5",3,2,2,2,5,5,3,2,2,1,2,2,1,2,3,1,3,2,1,5,2,1,1,Y3,2,"1,5",2,"1,5","2,5","3,3",0
16010606,大学,文系,勤務経験なし,,,,,,,20,1,27,1,"20,5",1,3,2,1,3,3,1,1,1,2,1,3,3,1,1,5,2,2,1,5,3,1,1,Y3,3,"1,5","1,5",2,1,"2,8",0
16010634,,,勤務経験なし,,,,,,,59,5,44,3,"51,5",4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,4,5,4,2,3,3,1,1,W4,4,"3,5","3,5","3,5",3,"3,5",1
16010648,大学,文系,現在、勤務しています,B社,605,店名_064,643951,41426,6カ月以上,47,4,56,5,"51,5",4,3,5,5,3,3,5,5,5,4,5,3,5,4,3,5,4,4,5,2,3,1,1,X1,3,"4,5",5,5,5,"3,3",0
16010655,大学,文系,勤務経験なし,,,,,,,64,6,55,5,"60,5",5,4,4,3,5,5,3,2,2,3,3,3,3,4,5,4,5,3,3,5,3,1,1,Y2,4,3,"3,5","2,5","2,5","4,3",0
16010661,大学,文系,勤務経験なし,,,,,,,54,5,55,5,55,5,5,5,5,3,2,5,5,5,5,5,3,5,5,4,6,6,5,5,2,2,1,1,W2,5,5,5,5,5,"3,8",0
16010669,大学,文系,勤務経験なし,,,,,,,58,5,56,5,58,5,5,5,4,3,3,4,4,4,5,4,3,4,5,5,5,5,4,4,2,3,1,1,X1,5,"4,5","4,5",4,4,4,0
16010671,大学,文系,勤務経験なし,,,,,,,51,4,39,3,"44,5",3,5,5,5,3,3,5,5,5,3,5,3,5,4,3,6,3,5,3,3,2,1,1,W1,5,4,5,5,5,"3,5",0
16010687,大学,文系,勤務経験なし,,,,,,,71,7,70,7,73,7,3,3,3,4,3,3,3,3,3,3,3,1,3,3,1,1,2,1,3,3,1,1,Y4,3,3,3,2,3,"3,3",0
16010688,,,勤務経験なし,,,,,,,53,4,42,3,47,4,3,4,4,4,3,3,4,5,3,5,3,4,3,2,4,1,3,3,3,3,1,1,W4,3,"3,5","4,5","4,5","3,5","3,3",0
16010690,大学,文系,勤務経験なし,,,,,,,23,1,27,1,22,1,3,4,3,3,3,4,5,5,4,5,2,3,1,1,3,2,4,3,2,2,1,1,W2,3,"3,5","4,5",4,"4,5","3,3",0
16010692,大学,文系,勤務経験なし,,,,,,,44,3,47,4,45,3,3,2,3,3,3,3,2,2,3,3,5,3,3,3,5,5,3,3,5,5,1,1,Z3,3,3,"2,5","2,5","2,5",3,0
16010694,大学院（博士）,文系,勤務経験なし,,,,,,,54,5,61,5,"58,5",5,3,3,4,3,2,3,4,4,3,4,3,3,3,3,2,2,3,3,3,3,1,1,Z1,3,"3,5","3,5","3,5","3,5","2,8",0
16010695,大学,文系,現在、勤務しています,A社,518,店名_216,714987,41730,6カ月以上,34,2,36,2,33,2,5,5,5,4,4,5,5,5,5,5,4,5,2,1,6,6,5,4,4,4,1,1,W4,5,5,5,5,5,"4,5",0
16010697,,,勤務経験なし,,,,,,,38,3,41,3,"38,5",3,3,1,2,3,3,2,1,1,2,3,3,1,2,2,3,5,2,2,4,4,1,1,Z3,3,2,2,1,"1,5","2,8",0
16010705,,,勤務経験なし,,,,,,,28,1,41,3,"32,5",2,2,2,1,5,4,1,2,2,1,1,4,2,1,1,2,3,1,1,5,4,1,1,Y4,2,1,"1,5",2,"1,5",3,0
16010706,大学,文系,勤務経験なし,,,,,,,62,6,52,4,58,5,3,2,3,3,3,3,3,2,3,1,2,3,3,4,3,4,2,2,4,2,1,1,Y2,3,3,"1,5","2,5",3,3,0
16010708,大学,文系,勤務経験なし,,,,,,,55,5,44,3,"49,5",4,2,1,1,4,5,1,1,1,1,1,3,1,3,3,3,3,1,1,5,4,1,1,Y4,2,1,1,1,1,3,0
16010713,大学,文系,勤務経験なし,,,,,,,44,3,39,3,"40,5",3,5,5,4,3,3,5,5,5,5,5,3,3,2,1,5,2,5,2,2,2,1,1,W1,5,"4,5",5,4,5,0,0
16010714,大学,理系,現在、勤務しています,B社,613,店名_486,679295,41548,6カ月以上,56,5,60,5,59,5,3,5,5,1,1,5,5,5,5,5,2,5,5,4,6,3,4,4,1,1,1,1,X1,3,5,5,5,5,"2,5",0
16010724,大学,文系,勤務経験なし,,,,,,,23,1,36,2,27,1,4,4,4,2,2,3,3,3,4,4,2,3,1,1,4,2,4,3,2,1,1,1,W2,4,4,4,3,3,3,0
16010725,,,勤務経験なし,,,,,,,52,4,50,4,51,4,3,3,3,1,3,3,4,3,3,2,3,4,3,3,4,2,2,2,3,2,1,1,Y2,3,3,"2,5","3,5","3,5","2,5",0
16010727,大学,文系,勤務経験なし,,,,,,,26,1,47,4,35,2,1,1,2,4,5,2,1,1,2,1,5,1,1,1,4,2,2,2,4,4,1,1,Z3,1,2,1,1,"1,5",3,0
16010729,大学,文系,勤務経験なし,,,,,,,49,4,44,3,46,4,5,4,3,3,3,4,3,4,4,4,5,4,4,3,6,3,4,2,3,3,1,1,W4,5,"3,5",4,4,"3,5","3,8",0
16010735,大学,文系,勤務経験なし,,,,,,,57,5,67,6,"63,5",6,2,3,3,3,5,1,2,2,3,3,4,2,4,4,4,3,3,3,4,4,1,1,Z1,2,3,3,2,"1,5","3,3",0
16010736,大学,文系,勤務経験なし,,,,,,,48,4,33,2,"39,5",3,1,1,1,3,2,1,1,1,2,2,3,1,1,2,1,4,1,2,3,4,1,1,Z3,1,"1,5","1,5",1,1,2,0
16010737,,,勤務経験なし,,,,,,,41,3,45,3,42,3,4,4,5,3,3,3,3,4,4,5,3,4,2,2,5,3,4,3,3,4,1,1,W4,4,"4,5","4,5",4,3,"3,5",0
16010738,大学,文系,勤務経験なし,,,,,,,61,5,51,4,57,5,4,5,5,5,5,3,4,4,4,4,3,4,5,3,6,4,4,3,5,4,1,1,Y2,4,"4,5","4,5",4,"3,5","4,5",1
16010740,大学,文系,勤務経験なし,,,,,,,46,4,49,4,47,4,3,3,3,3,4,3,3,3,2,3,3,3,3,2,3,2,3,1,4,3,1,1,Y3,3,"2,5",3,3,3,3,0
16010742,大学,文系,勤務経験なし,,,,,,,64,6,55,5,"60,5",5,3,3,3,3,3,3,5,4,2,3,1,3,3,3,2,2,3,2,3,1,1,1,W3,3,"2,5",3,"3,5",4,"2,8",0
16010745,大学,文系,勤務経験なし,,,,,,,53,4,49,4,51,4,3,4,3,4,4,3,3,4,3,3,3,3,3,3,4,3,3,1,4,3,1,1,Y3,3,3,"3,5","3,5",3,"3,5",0
16010747,大学,文系,勤務経験なし,,,,,,,50,4,41,3,45,3,3,3,3,1,1,4,4,5,3,4,1,5,3,3,4,4,3,2,1,2,1,1,W4,3,3,"3,5",5,4,0,0
16010749,大学院（修士）,理系,勤務経験なし,,,,,,,72,7,70,7,"73,5",7,5,5,5,3,1,3,3,4,5,5,5,5,5,5,5,6,4,5,2,5,1,1,X4,5,5,5,"4,5",3,"3,5",0
16010751,大学,文系,現在、勤務しています,B社,1074,店名_088,586560,41122,6カ月以上,31,2,39,3,33,2,3,4,4,3,3,4,4,5,4,4,3,4,1,1,5,3,4,3,3,3,1,1,W4,3,4,4,"4,5",4,"3,3",0
16010754,大学,文系,勤務経験なし,,,,,,,52,4,38,3,"44,5",3,1,1,3,3,2,2,1,1,3,2,3,2,2,3,2,3,2,3,2,3,1,1,X3,1,3,"1,5","1,5","1,5","2,3",0
16010756,大学,文系,現在、勤務しています,B社,1395,店名_270,586095,41122,6カ月以上,55,5,37,2,"45,5",3,3,4,4,3,4,3,2,4,5,3,3,4,4,3,6,3,3,3,3,3,1,1,Z1,3,"4,5","3,5",4,"2,5","3,8",0
16010759,大学,文系,勤務経験なし,,,,,,,37,2,37,2,"35,5",2,4,3,2,5,5,5,4,4,2,2,2,4,2,2,5,5,3,3,5,2,1,1,Y1,4,2,"2,5",4,"4,5",4,0
16010766,大学,文系,勤務経験なし,,,,,,,43,3,39,3,40,3,3,4,5,2,3,3,5,4,4,4,2,4,2,2,4,4,4,4,2,2,1,1,X1,3,"4,5",4,4,4,0,0
16010770,大学,文系,勤務経験なし,,,,,,,37,2,30,2,"31,5",2,3,3,3,4,4,3,3,3,3,3,3,3,1,1,3,3,3,2,3,3,1,1,Y2,3,3,3,3,3,"3,5",0
16010777,大学院（修士）,文系,勤務経験なし,,,,,,,73,7,64,6,71,7,3,1,1,5,5,1,1,1,1,2,5,1,4,5,3,4,1,2,5,5,1,1,Z3,3,1,"1,5",1,1,"3,5",0
16010778,大学,文系,勤務経験なし,,,,,,,50,4,39,3,44,3,4,4,4,5,5,3,3,3,1,3,2,1,2,2,1,2,3,2,5,2,1,1,Y1,4,"2,5","3,5",2,3,"3,8",0
16010782,大学,文系,勤務経験なし,,,,,,,55,5,45,3,50,4,2,2,3,2,4,1,1,1,3,2,5,1,3,3,3,4,1,2,4,5,1,1,Z3,2,3,2,1,1,"2,8",0
16010795,大学,文系,勤務経験なし,,,,,,,38,3,47,4,"41,5",3,5,5,4,5,5,5,4,4,2,3,5,3,2,2,5,5,4,4,5,5,1,1,Y2,5,3,4,"3,5","4,5",0,0
16010796,,,勤務経験なし,,,,,,,36,2,35,2,34,2,5,5,4,3,3,4,3,5,3,5,2,4,1,1,5,2,5,2,3,2,1,1,W3,5,"3,5",5,"4,5","3,5","3,5",0
16010797,大学,理系,勤務経験なし,,,,,,,46,4,37,2,"40,5",3,3,3,2,3,3,1,2,2,2,2,3,3,2,2,4,3,3,2,3,3,1,1,Y2,3,2,"2,5","2,5","1,5","2,8",0
16010799,大学,文系,現在、勤務しています,B社,1404,店名_334,609749,41214,6カ月以上,34,2,39,3,35,2,4,4,3,4,3,3,3,3,3,4,4,3,1,1,4,3,4,2,3,3,1,1,W4,4,3,4,3,3,"3,5",0
16010801,大学,文系,勤務経験なし,,,,,,,48,4,36,2,41,3,2,2,3,3,3,3,3,2,3,2,1,3,1,2,2,3,3,2,3,2,1,1,Y2,2,3,2,"2,5",3,"2,8",0
16010802,大学,文系,勤務経験なし,,,,,,,36,2,28,1,30,2,4,5,5,3,4,5,5,5,3,4,3,4,1,1,4,3,4,3,4,3,1,1,W4,4,4,"4,5","4,5",5,"3,5",0
16010804,大学,文系,勤務経験なし,,,,,,,53,4,43,3,48,4,4,3,3,5,5,3,2,2,3,2,4,3,3,2,5,2,3,2,5,5,1,1,Y4,4,3,"2,5","2,5","2,5","4,3",0
16010805,大学,文系,勤務経験なし,,,,,,,47,4,37,2,41,3,5,4,4,4,3,5,4,5,3,5,3,3,2,1,4,2,5,2,3,4,1,1,W4,5,"3,5","4,5",4,"4,5","3,8",0
16010807,大学,文系,勤務経験なし,,,,,,,21,1,40,3,28,1,3,3,3,1,2,3,3,3,4,3,3,3,1,1,4,4,3,3,2,2,1,1,X3,3,"3,5",3,3,3,"2,5",0
16010809,大学,文系,現在、勤務しています,B社,1362,店名_651,523204,40603,6カ月以上,46,4,52,4,49,4,5,4,3,5,5,4,3,3,3,3,5,3,3,3,5,3,3,3,5,5,1,1,Z3,5,3,"3,5",3,"3,5","4,5",0
16010812,大学,文系,勤務経験なし,,,,,,,64,6,53,4,59,5,5,5,5,1,1,5,4,5,5,5,3,5,5,4,5,4,4,5,1,3,1,1,X2,5,5,5,5,"4,5",0,0
16010817,大学,文系,勤務経験なし,,,,,,,64,6,59,5,63,6,4,4,3,3,4,4,5,4,5,5,4,3,5,4,5,3,4,3,3,3,1,1,W4,4,4,"4,5","3,5","4,5",4,0
16010818,大学,文系,勤務経験なし,,,,,,,47,4,50,4,"48,5",4,3,2,2,5,5,3,1,1,3,2,3,2,3,2,5,2,3,1,5,3,1,1,Y3,3,"2,5",2,"1,5",2,4,0
16010821,大学,文系,勤務経験なし,,,,,,,42,3,39,3,"39,5",3,3,2,3,2,3,3,2,2,5,3,4,3,2,2,4,4,3,2,2,4,1,1,Z1,3,4,"2,5","2,5","2,5","3,3",0
16010824,大学,文系,勤務経験なし,,,,,,,38,3,53,4,45,3,2,2,3,2,3,3,3,3,3,2,3,5,4,3,6,5,3,3,4,3,1,1,Y2,2,3,2,4,3,0,0
16010827,,,勤務経験なし,,,,,,,48,4,45,3,46,4,3,2,3,2,2,5,5,2,4,3,4,4,4,3,6,5,4,3,2,4,1,1,X3,3,"3,5","2,5",3,5,"2,8",0
16010830,大学,文系,勤務経験なし,,,,,,,65,6,46,4,56,5,3,2,3,4,4,3,2,2,2,2,3,2,3,3,3,4,2,3,4,3,1,1,Y2,3,"2,5",2,2,"2,5","3,3",0
16010831,大学,文系,現在、勤務しています,B社,1436,店名_643,574676,41030,6カ月以上,56,5,43,3,"49,5",4,3,3,3,3,4,2,3,3,3,4,4,3,3,2,3,2,3,2,4,3,1,1,Y2,3,3,"3,5",3,"2,5","3,3",0
16010832,大学,文系,勤務経験なし,,,,,,,52,4,58,5,"55,5",5,2,1,3,3,4,1,2,1,3,2,4,2,3,4,4,5,2,2,4,5,1,1,Z3,2,3,"1,5","1,5","1,5",3,0
16010833,,,勤務経験なし,,,,,,,33,2,41,3,"35,5",2,3,2,3,5,5,2,2,1,2,1,4,2,2,1,4,2,1,2,5,3,1,1,Y4,3,"2,5","1,5","1,5",2,0,0
16010838,大学,理系,勤務経験なし,,,,,,,61,5,74,7,"69,5",6,5,5,3,5,4,4,3,5,3,5,4,3,5,5,5,4,4,3,5,4,1,1,Y2,5,3,5,4,"3,5","4,3",0
16010841,大学,文系,勤務経験なし,,,,,,,29,1,42,3,34,2,2,2,2,3,3,3,3,3,3,2,2,3,1,1,3,4,3,2,3,2,1,1,Y2,2,"2,5",2,3,3,"2,8",0
16010844,大学院（修士）,理系,勤務経験なし,,,,,,,56,5,55,5,56,5,4,4,4,3,5,3,3,3,4,4,3,3,3,4,4,6,4,5,4,4,1,1,X3,4,4,4,3,3,4,0
16010845,短大,文系,勤務経験なし,,,,,,,49,4,33,2,40,3,5,4,5,3,3,3,3,4,5,4,3,3,2,2,5,5,4,4,3,4,1,1,X3,5,5,4,"3,5",3,4,0
16010847,大学,文系,勤務経験なし,,,,,,,60,5,57,5,"59,5",5,4,3,4,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,2,4,1,1,X4,4,"4,5","3,5",3,3,"3,8",0
16010850,大学,文系,現在、勤務しています,B社,605,店名_065,608559,41214,6カ月以上,37,2,51,4,"43,5",3,5,5,5,1,1,5,4,5,5,5,3,5,4,3,6,4,5,4,1,2,1,1,W2,5,5,5,5,"4,5",3,0
16010851,大学,文系,勤務経験なし,,,,,,,42,3,60,5,51,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,1,1,Y2,3,3,3,3,3,3,0
16010858,大学,文系,勤務経験なし,,,,,,,43,3,28,1,34,2,2,3,3,3,3,2,3,3,2,3,4,3,1,1,5,1,2,1,5,3,1,1,Y3,2,"2,5",3,3,"2,5","2,5",0
16010860,大学,文系,勤務経験なし,,,,,,,60,5,53,4,"57,5",5,3,3,3,3,3,3,2,3,4,3,3,4,5,5,5,5,4,4,3,4,1,1,X3,3,"3,5",3,"3,5","2,5","3,3",0
16010861,大学,文系,現在、勤務しています,B社,1436,店名_643,698327,41640,6カ月以上,21,1,44,3,"30,5",2,4,4,4,3,2,3,3,3,3,4,3,3,1,1,3,2,4,3,3,3,1,1,W4,4,"3,5",4,3,3,3,0
16010863,大学,文系,過去に勤務していました,B社,,店名_622,,40940,6カ月以上,67,6,52,4,"60,5",5,5,5,5,3,2,4,4,4,5,5,2,5,5,5,5,5,5,3,2,2,1,1,W2,5,5,5,"4,5",4,"3,8",0
16010870,大学,文系,勤務経験なし,,,,,,,54,5,34,2,"43,5",3,1,2,2,4,4,2,2,2,2,2,3,3,2,2,2,2,1,1,4,3,1,1,Y4,1,2,2,"2,5",2,"2,8",0
16010886,大学,文系,現在、勤務しています,B社,1407,店名_081,614502,41214,6カ月以上,27,1,33,2,"27,5",1,5,5,5,3,2,5,5,5,5,5,3,5,2,1,6,5,5,5,3,2,1,1,W2,5,5,5,5,5,"3,8",0
16010895,大学,文系,勤務経験なし,,,,,,,59,5,41,3,50,4,3,4,5,3,4,4,5,5,2,5,1,4,3,3,4,2,4,3,4,1,1,1,W3,3,"3,5","4,5","4,5","4,5",3,0
16010898,大学,文系,勤務経験なし,,,,,,,51,4,49,4,50,4,1,1,1,2,3,2,3,2,2,1,3,3,3,3,2,2,1,1,3,3,1,1,Y4,1,"1,5",1,"2,5","2,5",2,0
16010908,大学,理系,勤務経験なし,,,,,,,45,3,56,5,"50,5",4,4,5,4,2,3,5,5,5,4,5,1,5,4,3,5,4,4,4,3,2,1,1,W2,4,4,5,5,5,"3,3",0
16010923,専門学校,文系,勤務経験なし,,,,,,,45,3,39,3,41,3,3,2,3,3,3,3,3,3,3,3,4,3,2,2,5,3,3,2,3,4,1,1,Z1,3,3,"2,5",3,3,3,0
16010934,大学,文系,勤務経験なし,,,,,,,65,6,53,4,60,5,3,3,3,1,2,3,3,3,4,5,2,3,3,3,3,2,3,2,2,2,1,1,W4,3,"3,5",4,3,3,"2,5",0
16010949,大学,文系,勤務経験なし,,,,,,,57,5,38,3,47,4,3,2,3,1,2,1,2,2,4,3,3,3,3,2,4,2,3,2,1,2,1,1,W4,3,"3,5","2,5","2,5","1,5","2,5",0
16010950,短大,文系,勤務経験なし,,,,,,,48,4,44,3,"45,5",3,3,2,2,5,5,3,2,2,2,2,3,1,2,3,2,3,2,2,5,3,1,1,Y4,3,2,2,"1,5","2,5","3,8",0
16010956,大学,文系,勤務経験なし,,,,,,,43,3,43,3,42,3,5,5,5,5,5,5,5,5,4,5,3,5,3,2,6,3,5,3,5,3,2,1,W3,5,"4,5",5,5,5,"4,8",0
16010958,大学,文系,現在、勤務しています,B社,1335,店名_067,575076,41030,6カ月以上,64,6,54,5,60,5,3,4,5,3,3,3,1,3,4,3,4,5,5,5,6,6,4,4,2,5,1,1,Z2,3,"4,5","3,5",4,2,"3,3",0
16010959,大学,文系,勤務経験なし,,,,,,,56,5,37,2,46,4,4,3,3,4,4,4,2,3,3,3,5,1,3,3,3,3,2,1,4,4,1,1,Y4,4,3,3,2,3,"3,8",0
16010963,大学,文系,勤務経験なし,,,,,,,57,5,74,7,"67,5",6,4,4,4,3,4,4,5,4,3,4,2,3,4,4,4,2,4,3,4,2,1,1,W3,4,"3,5",4,"3,5","4,5","3,5",0
16010965,大学,文系,現在、勤務しています,B社,1122,店名_447,580192,41061,6カ月以上,50,4,43,3,46,4,3,3,3,3,3,3,3,3,1,2,1,3,3,3,4,5,3,3,4,2,1,1,Y2,3,2,"2,5",3,3,"2,5",0
16010969,大学院（修士）,文系,勤務経験なし,,,,,,,42,3,70,7,57,5,4,3,3,4,4,3,3,3,3,3,4,3,4,4,5,5,4,4,4,4,1,1,Y2,4,3,3,3,3,"3,8",0
16010970,大学,文系,現在、勤務しています,B社,1306,店名_123,717535,41730,6カ月以上,48,4,53,4,"50,5",4,5,5,5,1,3,5,5,5,5,5,1,5,3,3,4,1,5,3,1,1,1,1,W2,5,5,5,5,5,"3,5",0
16010973,大学,文系,現在、勤務しています,B社,631,店名_180,609018,41214,6カ月以上,49,4,42,3,45,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,1,3,2,2,3,2,1,1,Y2,3,3,3,"2,5",3,3,0
16010978,大学,文系,勤務経験なし,,,,,,,48,4,47,4,47,4,4,3,3,5,5,2,1,2,2,3,4,2,3,3,3,5,2,2,5,5,1,1,Z3,4,"2,5",3,2,"1,5",4,0
16010982,,,勤務経験なし,,,,,,,53,4,43,3,48,4,3,4,4,3,3,4,3,4,3,4,2,5,3,3,5,4,3,4,2,2,1,1,X1,3,"3,5",4,"4,5","3,5",3,0
16010985,専門学校,文系,勤務経験なし,,,,,,,64,6,52,4,"58,5",5,3,3,3,3,3,3,3,3,4,3,4,3,4,5,4,5,2,3,4,3,1,1,Y2,3,"3,5",3,3,3,0,0
16010986,大学,文系,勤務経験なし,,,,,,,43,3,35,2,"37,5",2,5,5,5,2,2,5,5,5,5,5,1,5,3,2,6,3,5,4,2,1,1,1,W2,5,5,5,5,5,"3,5",0
16010987,大学,理系,勤務経験なし,,,,,,,55,5,45,3,50,4,2,1,3,2,2,3,3,3,2,1,1,3,3,3,3,4,2,3,2,1,1,1,X3,2,"2,5",1,3,3,2,0
16010988,大学,文系,過去に勤務していました,B社,,店名_519,,40969,6カ月未満,56,5,57,5,"57,5",5,4,3,3,4,4,3,2,3,3,3,3,4,5,5,6,5,4,3,4,3,1,1,W4,4,3,3,"3,5","2,5","3,8",0
16010989,大学,文系,勤務経験なし,,,,,,,26,1,33,2,27,1,2,2,2,2,1,1,2,2,2,3,2,2,1,1,1,3,2,1,2,2,1,1,Y2,2,2,"2,5",2,"1,5","1,8",0
16011001,大学,文系,勤務経験なし,,,,,,,49,4,42,3,45,3,1,1,1,3,5,1,1,1,1,1,3,1,2,2,1,2,1,1,5,3,1,1,Y4,1,1,1,1,1,"2,5",0
16011008,,,勤務経験なし,,,,,,,55,5,64,6,"60,5",5,3,2,2,5,5,2,1,1,2,2,4,1,3,5,3,5,2,2,5,5,1,1,Y4,3,2,2,1,"1,5","3,8",0
16011016,大学,文系,勤務経験なし,,,,,,,49,4,53,4,51,4,4,3,3,4,4,3,3,3,2,3,2,3,3,3,2,3,3,2,4,3,1,1,Y2,4,"2,5",3,3,3,0,0
16011034,大学,文系,勤務経験なし,,,,,,,37,2,41,3,38,3,2,2,2,4,5,2,3,2,1,2,4,2,1,2,2,3,1,1,5,3,1,1,Y4,2,"1,5",2,2,"2,5",0,0
16011037,大学,文系,勤務経験なし,,,,,,,41,3,39,3,39,3,3,2,2,4,5,3,3,3,1,2,3,1,1,1,2,2,1,1,5,2,1,1,Y3,3,"1,5",2,2,3,"3,3",0
16011041,大学,文系,勤務経験なし,,,,,,,53,4,44,3,"48,5",4,3,3,3,1,2,5,5,5,5,3,2,5,3,3,5,6,3,2,2,3,1,1,W4,3,4,3,5,5,"2,8",0
16011042,,,勤務経験なし,,,,,,,48,4,47,4,47,4,2,1,2,5,4,1,2,1,1,2,3,1,2,3,1,3,1,1,4,3,1,1,Y4,2,"1,5","1,5",1,"1,5",3,0
16011045,大学,理系,勤務経験なし,,,,,,,39,3,55,5,"46,5",4,4,5,5,4,4,3,3,3,3,4,4,3,2,3,2,3,3,3,4,4,1,1,Y2,4,4,"4,5",3,3,"3,8",1
16011046,大学,文系,勤務経験なし,,,,,,,61,5,60,5,62,6,3,3,3,2,3,3,2,2,3,3,2,3,4,3,4,2,3,2,2,3,1,1,W4,3,3,3,"2,5","2,5","2,8",0
16011047,大学,文系,勤務経験なし,,,,,,,66,6,62,6,66,6,3,5,5,2,2,4,4,4,5,5,3,5,5,4,5,3,4,4,2,3,1,1,X1,3,5,5,"4,5",4,0,0
16011050,大学,文系,現在、勤務しています,B社,1424,店名_257,588883,41122,6カ月以上,55,5,62,6,"59,5",5,4,4,5,3,4,3,3,3,5,5,3,5,5,5,5,5,5,4,3,4,1,1,W4,4,5,"4,5",4,3,4,0
16011057,大学,理系,現在、勤務しています,A社,489,店名_294,657467,41487,6カ月以上,47,4,52,4,"49,5",4,2,1,2,2,3,2,2,2,3,2,4,3,4,3,6,5,1,3,3,4,1,1,Z4,2,"2,5","1,5","2,5",2,"2,5",0
16011067,大学,文系,現在、勤務しています,B社,172,店名_730,601862,41183,6カ月以上,23,1,45,3,32,2,4,4,4,3,3,3,3,4,3,5,4,3,1,1,4,1,4,1,3,3,1,1,W3,4,"3,5","4,5","3,5",3,"3,3",0
16011071,大学,文系,勤務経験なし,,,,,,,64,6,56,5,"61,5",5,4,4,4,3,3,3,3,3,4,4,5,3,4,5,4,5,3,4,3,5,1,1,Z2,4,4,4,3,3,"3,5",0
16011077,大学,文系,勤務経験なし,,,,,,,43,3,45,3,"43,5",3,3,4,3,4,5,3,3,3,3,4,5,3,3,2,4,2,2,2,5,5,1,1,Y4,3,3,4,3,3,"3,8",0
16011086,,,勤務経験なし,,,,,,,49,4,44,3,46,4,4,5,5,5,4,3,2,3,4,3,5,4,4,3,6,5,3,5,5,5,1,1,Z1,4,"4,5",4,"3,5","2,5","4,3",0
16011094,大学,文系,勤務経験なし,,,,,,,58,5,44,3,51,4,1,1,1,3,3,1,1,1,2,1,4,1,3,4,2,5,1,2,5,5,1,1,Z3,1,"1,5",1,1,1,"2,3",0
16011100,大学,文系,勤務経験なし,,,,,,,52,4,44,3,48,4,3,2,3,5,5,2,1,1,2,2,4,3,3,3,4,5,2,4,5,5,1,1,Z3,3,"2,5",2,2,"1,5","3,8",0
