ユーザID,学校種別(使用）,文理（使用）,アルバイト経験有無,アルバイト経験先,アルバイト店番,アルバイト店名,アルバイト社員番号,アルバイト開始年月,アルバイト期間,[SPI3U]言語(得点),[SPI3U]言語(段階),[SPI3U]非言語(得点),[SPI3U]非言語(段階),[SPI3U]基礎能力総合(得点),[SPI3U]基礎能力総合(段階),[SPI3U]Ａ対人接触,[SPI3U]Ｂ対人折衝,[SPI3U]Ｃ集団統率,[SPI3U]Ｄ協調協力,[SPI3U]Ｅサポート,[SPI3U]Ｆフットワーク,[SPI3U]Ｇスピーディー,[SPI3U]Ｈ予定外対応,[SPI3U]Ｉ自律遂行,[SPI3U]Ｊプレッシャー,[SPI3U]Ｋ着実持続,[SPI3U]Ｌ前例ない課題,[SPI3U]Ｍ企画アイデア,[SPI3U]Ｎ問題分析,[SPI3U]ダミー(1),[SPI3U]ダミー(2),[SPI3U]Ｗ創造重視,[SPI3U]Ｘ結果重視,[SPI3U]Ｙ調和重視,[SPI3U]Ｚ秩序重視,[SPI3U]応答態度Ａ,[SPI3U]ダミー,[SPI3Uフル]マネジメントスタイル座標,[SPI3U]内向-外向2,[SPI3U]調整-統率,[SPI3U]繊細-強靭,[SPI3U]維持‐変革,[SPI3U]活動系,[SPI3U]新卒R社員性格基準,final
16011112,大学,文系,勤務経験なし,,,,,,,57,5,46,4,"51,5",4,3,2,1,5,5,1,2,3,1,1,3,1,3,3,4,3,2,1,5,3,1,1,Y3,3,1,"1,5",2,"1,5","3,5",0
16011113,大学,文系,勤務経験なし,,,,,,,66,6,55,5,62,6,3,3,4,3,3,5,4,4,3,4,3,4,5,4,5,4,4,4,2,3,1,1,X1,3,"3,5","3,5",4,"4,5",3,0
16011117,大学,文系,勤務経験なし,,,,,,,72,7,59,5,"67,5",6,5,5,5,5,4,4,3,3,4,4,4,5,5,5,6,6,4,5,5,4,1,1,X3,5,"4,5","4,5",4,"3,5","4,5",0
16011122,大学,文系,現在、勤務しています,B社,1513,店名_672,623983,41334,6カ月以上,46,4,57,5,"51,5",4,3,4,4,3,3,4,4,3,5,5,4,5,5,4,6,5,4,4,3,3,1,1,X3,3,"4,5","4,5",4,4,"3,5",0
16011124,大学,文系,勤務経験なし,,,,,,,55,5,69,6,"63,5",6,5,5,5,1,2,5,5,5,5,5,3,5,5,3,5,1,5,4,1,2,1,1,W2,5,5,5,5,5,"3,3",0
16011126,大学,文系,勤務経験なし,,,,,,,45,3,48,4,46,4,4,5,5,3,3,4,4,4,5,5,5,5,4,3,6,5,5,5,3,4,1,1,X1,4,5,5,"4,5",4,"3,8",0
16011134,大学,文系,勤務経験なし,,,,,,,25,1,33,2,"26,5",1,5,5,3,4,3,5,4,5,5,5,3,5,2,1,6,5,5,4,4,4,1,1,W4,5,4,5,5,"4,5","4,3",0
16011136,大学,文系,勤務経験なし,,,,,,,54,5,46,4,50,4,5,5,5,3,3,3,3,5,4,5,3,4,5,3,6,4,4,3,4,4,1,1,Y2,5,"4,5",5,"4,5",3,"3,8",0
16011141,,,勤務経験なし,,,,,,,22,1,35,2,26,1,3,2,3,4,4,3,2,3,3,3,4,3,1,1,3,4,3,3,4,5,1,1,Z3,3,3,"2,5",3,"2,5","3,5",0
16011151,大学,文系,勤務経験なし,,,,,,,46,4,43,3,44,3,3,4,3,3,4,2,1,2,3,1,4,3,3,3,4,5,2,4,5,3,1,1,Y2,3,3,"2,5","2,5","1,5","3,3",0
16011161,,,勤務経験なし,,,,,,,20,1,32,2,23,1,3,3,1,4,5,3,1,2,2,1,3,3,1,1,4,2,3,1,5,3,1,1,Y3,3,"1,5",2,"2,5",2,"3,5",0
16011173,大学,文系,現在、勤務しています,B社,1491,店名_080,720519,41730,6カ月以上,47,4,40,3,"42,5",3,3,3,4,2,3,2,2,3,4,3,3,3,3,3,4,4,3,3,3,3,1,1,W4,3,4,3,3,2,3,0
16011174,大学,文系,勤務経験なし,,,,,,,53,4,51,4,"52,5",4,1,1,1,5,5,1,2,2,1,1,2,1,2,3,1,1,2,1,5,2,1,1,Y3,1,1,1,"1,5","1,5",3,0
16011187,,,現在、勤務しています,A社,603,店名_223,757375,41913,6カ月未満,45,3,38,3,"40,5",3,5,4,3,4,3,5,4,5,3,4,2,3,2,1,3,2,5,2,4,2,1,1,W3,5,3,4,4,"4,5","3,8",0
16011192,大学,文系,勤務経験なし,,,,,,,51,4,40,3,45,3,2,3,3,3,3,1,1,1,3,3,5,3,3,3,4,3,1,3,3,4,1,1,Z4,2,3,3,2,1,"2,8",0
16011194,,,勤務経験なし,,,,,,,31,2,31,2,"28,5",1,3,2,3,4,5,3,3,2,2,2,1,1,1,1,1,2,2,2,5,2,1,1,Y3,3,"2,5",2,"1,5",3,"3,5",0
16011196,,,勤務経験なし,,,,,,,60,5,48,4,"54,5",5,5,4,4,5,5,5,4,5,3,5,3,5,4,3,5,3,5,3,5,3,1,1,W3,5,"3,5","4,5",5,"4,5","4,5",0
16011198,大学,文系,勤務経験なし,,,,,,,47,4,48,4,47,4,3,2,3,3,4,1,1,1,3,3,5,2,3,3,4,3,1,1,4,5,1,1,Z3,3,3,"2,5","1,5",1,"3,3",0
16011207,大学,文系,勤務経験なし,,,,,,,34,2,39,3,35,2,5,5,5,2,2,5,5,5,5,5,3,4,1,1,4,1,5,3,2,2,1,1,W2,5,5,5,"4,5",5,"3,5",0
16011211,大学,文系,勤務経験なし,,,,,,,61,5,62,6,63,6,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,2,3,2,4,3,1,1,Y2,4,3,"3,5",3,"3,5","3,5",0
16011214,大学,文系,勤務経験なし,,,,,,,38,3,51,4,44,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,4,3,3,3,2,3,1,1,X3,3,3,3,"2,5","2,5","2,8",0
16011216,大学,文系,勤務経験なし,,,,,,,44,3,46,4,"44,5",3,3,2,2,3,3,2,2,2,3,3,4,3,3,3,4,3,2,2,3,3,1,1,Y2,3,"2,5","2,5","2,5",2,3,0
16011224,,,勤務経験なし,,,,,,,45,3,57,5,51,4,4,4,4,4,5,2,3,3,4,5,4,2,3,3,4,4,3,2,5,5,1,1,Y4,4,4,"4,5","2,5","2,5","4,3",0
16011235,大学,文系,勤務経験なし,,,,,,,57,5,42,3,"49,5",4,1,1,2,3,3,1,1,1,2,2,4,1,2,2,2,2,1,1,3,4,1,1,Z3,1,2,"1,5",1,1,"2,3",0
16011240,大学,文系,勤務経験なし,,,,,,,58,5,42,3,50,4,5,4,3,3,3,4,4,4,4,4,3,3,3,4,4,5,4,3,3,4,1,1,W4,5,"3,5",4,"3,5",4,"3,8",0
16011242,大学,文系,過去に勤務していました,B社,,店名_466,,41122,6カ月以上,49,4,40,3,44,3,4,4,4,3,4,3,3,5,4,3,3,4,3,3,4,3,4,3,4,3,1,1,W4,4,4,"3,5","4,5",3,"3,8",0
16011243,大学,文系,現在、勤務しています,B社,1262,店名_286,731683,41791,6カ月以上,56,5,51,4,54,5,4,4,4,3,4,5,4,4,4,4,3,4,3,3,4,3,4,3,4,3,1,1,W4,4,4,4,4,"4,5","3,8",0
16011244,大学,文系,勤務経験なし,,,,,,,56,5,72,7,"65,5",6,4,3,3,2,2,3,3,3,3,4,4,2,3,4,2,2,3,2,3,3,1,1,Y2,4,3,"3,5","2,5",3,"2,8",0
16011246,大学,文系,勤務経験なし,,,,,,,53,4,47,4,50,4,3,4,5,3,3,1,2,2,3,3,3,3,4,4,5,5,3,4,4,4,1,1,Z1,3,4,"3,5","2,5","1,5",3,0
16011253,,,勤務経験なし,,,,,,,46,4,49,4,47,4,5,5,5,5,5,5,5,5,3,5,3,5,3,3,5,4,5,3,4,3,1,1,W3,5,4,5,5,5,"4,5",0
16011254,大学,文系,勤務経験なし,,,,,,,63,6,52,4,"58,5",5,2,2,3,5,4,1,2,2,2,2,4,3,4,5,4,5,1,3,5,5,1,1,Z3,2,"2,5",2,"2,5","1,5","3,3",0
16011255,,,勤務経験なし,,,,,,,44,3,41,3,"41,5",3,3,3,3,4,4,2,2,2,2,3,3,3,2,2,3,3,3,2,4,3,1,1,Y2,3,"2,5",3,"2,5",2,"3,3",0
16011265,大学,文系,勤務経験なし,,,,,,,50,4,36,2,42,3,2,2,1,2,4,3,3,3,2,1,2,3,1,1,2,1,2,1,4,1,1,1,Y1,2,"1,5","1,5",3,3,"2,5",0
16011266,,,勤務経験なし,,,,,,,41,3,45,3,42,3,3,4,3,3,3,3,4,5,5,4,5,5,3,2,6,5,3,4,2,5,1,1,Z2,3,4,4,5,"3,5","3,5",0
16011267,大学,文系,現在、勤務しています,B社,1419,店名_649,575816,41030,6カ月以上,54,5,51,4,53,4,2,2,2,4,5,2,2,2,3,2,3,2,3,4,2,5,1,2,5,4,1,1,Y4,2,"2,5",2,2,2,"3,5",0
16011269,大学,文系,勤務経験なし,,,,,,,55,5,33,2,"43,5",3,3,3,3,3,4,3,3,3,2,3,2,2,2,2,2,1,3,1,4,2,1,1,Y1,3,"2,5",3,"2,5",3,3,0
16011278,大学,文系,勤務経験なし,,,,,,,44,3,43,3,"42,5",3,4,4,3,5,5,4,3,4,4,4,4,5,4,3,6,4,4,3,5,4,1,1,Y2,4,"3,5",4,"4,5","3,5","4,5",0
16011282,大学,文系,勤務経験なし,,,,,,,34,2,36,2,33,2,4,5,4,2,1,3,3,5,4,4,2,5,1,1,4,3,4,3,2,3,1,1,W4,4,4,"4,5",5,3,"2,8",0
16011285,,,勤務経験なし,,,,,,,34,2,46,4,39,3,2,1,1,4,5,1,2,2,1,2,4,2,1,1,1,2,1,1,5,5,1,1,Y4,2,1,"1,5",2,"1,5",3,0
16011286,大学,文系,勤務経験なし,,,,,,,41,3,47,4,"43,5",3,3,2,3,2,3,3,3,3,2,1,1,2,2,2,1,2,2,1,3,1,1,1,Y1,3,"2,5","1,5","2,5",3,"2,5",0
16011295,大学,文系,勤務経験なし,,,,,,,40,3,36,2,"36,5",2,5,4,4,3,2,5,4,5,3,4,1,3,2,1,4,2,4,3,3,1,1,1,W1,5,"3,5",4,4,"4,5","3,3",0
16011300,,,現在、勤務しています,A社,134,店名_171,605649,41214,6カ月以上,40,3,50,4,"44,5",3,2,2,2,2,2,1,2,2,3,3,3,3,3,3,4,4,2,1,2,4,1,1,Z3,2,"2,5","2,5","2,5","1,5","2,3",0
16011306,大学,文系,現在、勤務しています,B社,1063,店名_272,673455,41913,6カ月以上,39,3,51,4,"44,5",3,4,5,5,3,3,3,3,3,3,5,3,5,3,3,4,3,5,4,3,2,1,1,W2,4,4,5,4,3,"3,3",0
16011311,大学,文系,勤務経験なし,,,,,,,59,5,44,3,"51,5",4,4,4,4,5,5,3,3,4,3,3,3,3,3,4,3,5,4,3,4,3,1,1,Y2,4,"3,5","3,5","3,5",3,"4,3",0
16011314,大学,文系,勤務経験なし,,,,,,,52,4,44,3,48,4,3,3,3,4,5,3,4,4,2,3,1,3,2,3,2,3,3,1,5,2,1,1,Y3,3,"2,5",3,"3,5","3,5","3,5",0
16011320,大学,理系,現在、勤務しています,B社,502,店名_253,648954,41456,6カ月以上,60,5,73,7,"68,5",6,2,1,2,5,4,2,3,3,1,2,2,1,3,4,1,2,1,1,4,2,1,1,Y4,2,"1,5","1,5",2,"2,5",3,0
16011324,大学,文系,勤務経験なし,,,,,,,25,1,25,1,22,1,2,2,2,2,2,1,2,2,2,2,3,3,1,1,3,4,2,2,3,3,1,1,Z1,2,2,2,"2,5","1,5",2,0
16011326,,,勤務経験なし,,,,,,,46,4,45,3,45,3,1,1,1,4,5,1,1,1,2,1,5,1,2,3,2,3,1,1,5,5,1,1,Z3,1,"1,5",1,1,1,3,0
16011336,,,勤務経験なし,,,,,,,55,5,24,1,"38,5",3,1,1,1,4,4,1,3,2,2,1,3,1,2,2,3,3,1,1,4,3,1,1,Y4,1,"1,5",1,"1,5",2,"2,8",0
16011345,,,勤務経験なし,,,,,,,66,6,50,4,"58,5",5,3,3,3,4,5,3,2,2,3,3,5,3,4,4,4,4,2,3,4,4,1,1,Z3,3,3,3,"2,5","2,5",0,0
16011346,大学,文系,勤務経験なし,,,,,,,34,2,51,4,"41,5",3,3,3,3,3,3,3,3,4,4,3,5,5,3,2,6,3,3,2,4,3,1,1,Y2,3,"3,5",3,"4,5",3,"3,3",0
16011349,大学,文系,勤務経験なし,,,,,,,44,3,46,4,"44,5",3,4,5,5,4,4,3,3,3,4,5,3,3,3,3,5,3,5,3,4,3,1,1,W3,4,"4,5",5,3,3,4,0
16011354,専門学校,文系,勤務経験なし,,,,,,,21,1,26,1,"20,5",1,3,4,3,2,3,4,4,5,3,4,3,3,1,1,4,1,3,2,3,3,1,1,Y2,3,3,4,4,4,"2,8",0
16011365,大学,文系,勤務経験なし,,,,,,,51,4,47,4,49,4,2,1,2,3,4,1,2,2,2,2,4,2,2,3,2,3,2,1,4,5,1,1,Z3,2,2,"1,5",2,"1,5","2,8",0
16011366,大学,文系,勤務経験なし,,,,,,,49,4,50,4,"49,5",4,4,3,2,5,5,2,1,2,1,2,5,1,3,3,3,3,1,1,5,5,1,1,Y4,4,"1,5","2,5","1,5","1,5","3,8",0
16011367,,,勤務経験なし,,,,,,,71,7,72,7,74,7,2,1,2,4,4,2,2,2,2,2,4,2,4,5,3,5,1,3,4,4,1,1,Z3,2,2,"1,5",2,2,3,0
16011368,,,勤務経験なし,,,,,,,56,5,46,4,51,4,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,2,4,3,3,2,1,1,W4,3,3,3,3,"3,5",3,0
16011369,,,勤務経験なし,,,,,,,69,6,80,7,"77,5",7,4,3,4,3,2,3,3,3,4,4,5,3,5,5,6,5,3,4,4,5,1,1,Z1,4,4,"3,5",3,3,"3,3",0
16011370,大学,文系,勤務経験なし,,,,,,,43,3,52,4,47,4,5,5,5,3,1,5,4,5,5,5,4,5,4,3,6,3,5,4,2,3,1,1,W2,5,5,5,5,"4,5","3,5",0
16011371,,,勤務経験なし,,,,,,,58,5,80,7,"71,5",7,5,5,5,3,2,5,5,4,4,5,2,3,4,5,4,6,5,5,2,3,1,1,X1,5,"4,5",5,"3,5",5,"3,5",0
16011376,大学,文系,勤務経験なし,,,,,,,56,5,71,7,65,6,5,5,4,4,4,5,4,5,3,4,3,4,5,5,5,4,4,3,3,3,1,1,W4,5,"3,5","4,5","4,5","4,5",4,0
16011377,大学,文系,勤務経験なし,,,,,,,51,4,35,2,42,3,3,3,3,4,5,3,2,2,2,3,3,3,2,2,4,3,3,2,5,3,1,1,Y3,3,"2,5",3,"2,5","2,5","3,5",0
16011380,大学,文系,勤務経験なし,,,,,,,56,5,44,3,50,4,3,3,3,3,2,3,4,4,5,4,3,4,4,4,5,5,4,3,3,3,1,1,W4,3,4,"3,5",4,"3,5","3,3",0
16011383,大学,文系,勤務経験なし,,,,,,,20,1,40,3,"27,5",1,3,5,5,2,2,3,4,5,5,5,3,5,2,1,6,4,4,4,2,3,1,1,X1,3,5,5,5,"3,5",3,0
16011384,,,勤務経験なし,,,,,,,35,2,30,2,"30,5",2,1,1,1,4,4,3,3,2,2,1,4,1,1,1,1,4,1,2,4,4,1,1,Z3,1,"1,5",1,"1,5",3,"2,8",0
16011387,専門学校,文系,勤務経験なし,,,,,,,29,1,36,2,"30,5",2,3,3,3,3,3,3,4,3,3,3,3,3,1,1,3,4,2,3,3,3,1,1,Z1,3,3,3,3,"3,5",3,0
16011388,大学,文系,勤務経験なし,,,,,,,44,3,70,7,58,5,3,4,5,3,3,5,5,4,5,5,4,5,5,4,6,4,4,4,3,3,1,1,W4,3,5,"4,5","4,5",5,"3,5",0
16011389,大学,文系,勤務経験なし,,,,,,,63,6,58,5,62,6,3,2,2,5,5,1,1,2,2,2,4,1,3,4,1,3,2,1,5,4,1,1,Y4,3,2,2,"1,5",1,"3,8",0
16011391,大学,文系,勤務経験なし,,,,,,,69,6,66,6,"69,5",6,5,5,5,3,2,5,3,4,5,5,2,5,5,5,5,5,5,5,2,2,1,1,W2,5,5,5,"4,5",4,"3,8",0
16011393,大学,理系,勤務経験なし,,,,,,,64,6,68,6,68,6,4,5,4,4,4,3,3,4,5,5,3,4,5,5,6,4,4,4,3,3,1,1,W4,4,"4,5",5,4,3,"4,3",0
16011394,,,勤務経験なし,,,,,,,40,3,50,4,"44,5",3,4,3,3,4,5,3,4,3,3,3,3,3,3,3,3,5,3,3,5,4,1,1,Y4,4,3,3,3,"3,5",0,0
16011395,大学,文系,現在、勤務しています,B社,1264,店名_674,719631,41730,6カ月以上,45,3,74,7,"60,5",5,4,4,4,4,4,4,5,4,3,5,2,3,4,3,4,2,4,3,2,2,1,1,W2,4,"3,5","4,5","3,5","4,5","3,8",0
16011396,短大,文系,勤務経験なし,,,,,,,46,4,47,4,46,4,3,2,4,4,5,3,3,3,3,3,5,2,3,3,3,3,1,3,5,5,1,1,Z3,3,"3,5","2,5","2,5",3,"3,8",0
16011399,大学,文系,勤務経験なし,,,,,,,52,4,41,3,46,4,4,4,3,4,5,3,2,3,4,4,3,3,3,3,5,3,3,1,5,3,1,1,Y3,4,"3,5",4,3,"2,5","4,3",0
16011400,大学,文系,勤務経験なし,,,,,,,62,6,42,3,"52,5",4,4,4,3,3,2,4,3,3,3,4,4,4,4,3,5,2,3,3,2,3,1,1,X3,4,3,4,"3,5","3,5",3,0
16011405,大学,文系,過去に勤務していました,B社,,店名_552,,41730,6カ月未満,63,6,54,5,"59,5",5,3,4,3,5,5,2,2,3,3,3,5,4,5,5,5,5,3,4,5,4,1,1,Y2,3,3,"3,5","3,5",2,4,0
16011407,大学,文系,勤務経験なし,,,,,,,58,5,64,6,"62,5",6,5,5,5,5,4,4,3,4,4,5,4,4,5,5,5,5,5,5,5,5,2,1,X3,5,"4,5",5,4,"3,5","4,5",0
16011410,大学院（修士）,文系,勤務経験なし,,,,,,,62,6,72,7,69,6,3,3,3,4,5,3,3,3,3,3,4,2,4,5,3,5,2,3,5,5,1,1,Z3,3,3,3,"2,5",3,"3,8",0
16011412,大学,文系,勤務経験なし,,,,,,,79,7,40,3,"60,5",5,4,5,4,3,3,4,4,4,4,4,3,5,5,4,6,3,4,3,3,3,1,1,W4,4,4,"4,5","4,5",4,"3,5",0
16011413,,,勤務経験なし,,,,,,,36,2,36,2,"34,5",2,3,2,3,3,4,3,1,2,4,3,3,2,1,1,4,2,3,2,4,4,1,1,Y4,3,"3,5","2,5",2,2,"3,5",0
16011414,,,勤務経験なし,,,,,,,50,4,64,6,58,5,3,2,2,5,5,2,1,1,3,2,5,2,5,5,5,6,2,3,5,5,1,1,Z3,3,"2,5",2,"1,5","1,5",4,0
16011415,大学,文系,勤務経験なし,,,,,,,43,3,45,3,"43,5",3,3,3,3,4,4,3,4,4,3,4,3,3,3,2,3,2,3,2,4,3,1,1,Y2,3,3,"3,5","3,5","3,5","3,5",0
16011421,大学,文系,勤務経験なし,,,,,,,43,3,48,4,45,3,3,3,3,3,2,3,3,3,3,3,1,3,2,3,1,3,3,2,3,2,1,1,Y2,3,3,3,3,3,"2,8",0
16011433,大学,文系,勤務経験なし,,,,,,,56,5,46,4,51,4,4,4,3,4,4,3,3,4,3,3,3,3,4,3,5,3,3,1,4,3,1,1,Y3,4,3,"3,5","3,5",3,"3,8",0
16011444,,,勤務経験なし,,,,,,,45,3,66,6,56,5,5,5,5,3,2,5,5,5,5,5,3,5,5,3,6,4,5,4,2,2,2,1,W2,5,5,5,5,5,"3,8",0
16011454,大学,文系,勤務経験なし,,,,,,,58,5,51,4,55,5,4,3,3,2,2,3,3,3,5,3,3,3,3,3,4,4,4,2,2,3,1,1,W4,4,4,3,3,3,"3,3",0
16011458,大学,文系,過去に勤務していました,B社,,店名_259,,41671,6カ月未満,61,5,57,5,60,5,5,4,4,3,3,5,5,5,3,5,1,3,4,3,4,2,4,2,3,1,1,1,W3,5,"3,5","4,5",4,5,"3,5",0
16011464,,,現在、勤務しています,B社,1424,店名_257,580824,41061,6カ月以上,52,4,42,3,"46,5",4,4,5,5,2,2,4,4,5,5,5,3,5,4,3,6,5,4,5,2,2,1,1,X1,4,5,5,5,4,"3,3",0
16011473,大学,文系,勤務経験なし,,,,,,,56,5,51,4,54,5,4,4,4,3,2,5,4,4,5,4,3,5,4,4,5,6,4,4,2,3,1,1,X1,4,"4,5",4,"4,5","4,5","3,5",0
16011479,大学,文系,勤務経験なし,,,,,,,30,2,46,4,"36,5",2,3,4,4,3,2,4,3,4,3,4,3,3,1,2,2,3,3,3,2,3,1,1,X3,3,"3,5",4,"3,5","3,5","2,8",0
16011481,大学,文系,勤務経験なし,,,,,,,78,7,70,7,77,7,3,4,4,3,3,3,3,4,5,4,4,5,5,5,6,6,3,5,3,4,1,1,X4,3,"4,5",4,"4,5",3,"3,5",0
16011494,大学,文系,勤務経験なし,,,,,,,49,4,30,2,"38,5",3,2,1,2,3,5,3,3,2,1,1,5,1,1,2,2,3,1,1,5,5,1,1,Z3,2,"1,5",1,"1,5",3,0,0
16011495,大学,文系,勤務経験なし,,,,,,,51,4,52,4,"51,5",4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,4,4,3,3,4,3,1,1,Y2,4,4,"3,5",3,3,"3,8",0
16011502,大学,文系,勤務経験なし,,,,,,,20,1,37,2,26,1,4,3,4,3,3,3,3,3,3,3,4,3,1,1,4,3,3,2,4,4,1,1,Y4,4,"3,5",3,3,3,"3,3",0
16011514,大学,文系,勤務経験なし,,,,,,,56,5,49,4,"52,5",4,4,3,3,3,3,4,4,4,2,3,2,3,3,3,3,1,3,1,4,2,1,1,Y1,4,"2,5",3,"3,5",4,0,0
16011518,大学,文系,勤務経験なし,,,,,,,54,5,47,4,"50,5",4,4,5,5,1,1,4,5,5,5,5,5,5,5,4,6,6,4,5,1,4,1,1,X2,4,5,5,5,"4,5","2,8",0
16011529,大学,文系,勤務経験なし,,,,,,,38,3,37,2,36,2,3,3,4,2,3,3,4,4,3,4,2,3,2,1,3,1,4,2,2,2,1,1,W4,3,"3,5","3,5","3,5","3,5","2,8",0
16011530,大学,文系,勤務経験なし,,,,,,,45,3,69,6,58,5,5,4,4,3,3,3,3,3,5,4,3,3,4,4,4,4,4,3,2,3,1,1,W4,5,"4,5",4,3,3,4,0
16011533,短大,文系,勤務経験なし,,,,,,,43,3,40,3,"40,5",3,4,3,4,3,4,3,4,4,4,3,3,3,2,2,4,5,4,3,4,3,1,1,Y2,4,4,3,"3,5","3,5","3,8",0
16011540,,,勤務経験なし,,,,,,,20,1,31,2,"22,5",1,2,2,3,1,2,2,3,1,5,2,3,3,1,1,5,5,2,4,3,3,1,1,X3,2,4,2,2,"2,5","2,5",0
16011544,大学,文系,勤務経験なし,,,,,,,53,4,53,4,"53,5",4,5,5,4,3,3,5,3,4,3,4,2,4,3,3,4,3,4,3,3,2,1,1,W4,5,"3,5","4,5",4,4,"3,5",0
16011557,大学,文系,勤務経験なし,,,,,,,43,3,32,2,36,2,1,1,1,2,3,1,1,1,2,1,3,3,2,1,3,1,1,1,4,3,1,1,Y4,1,"1,5",1,2,1,2,0
16011563,,,勤務経験なし,,,,,,,35,2,43,3,"37,5",2,3,3,3,3,4,2,3,3,2,3,3,3,2,1,4,2,3,1,3,3,1,1,Y2,3,"2,5",3,3,"2,5",3,1
16011575,大学,文系,勤務経験なし,,,,,,,47,4,41,3,"43,5",3,4,4,4,3,3,4,4,4,2,3,1,3,3,2,4,1,3,2,4,1,1,1,Y1,4,3,"3,5","3,5",4,3,1
16011587,大学,文系,勤務経験なし,,,,,,,56,5,30,2,42,3,3,3,5,1,2,3,3,2,3,3,1,3,2,1,4,2,3,3,2,1,1,1,W2,3,4,3,"2,5",3,"2,3",0
16011594,大学,文系,勤務経験なし,,,,,,,54,5,43,3,"48,5",4,5,5,5,3,3,5,5,5,5,5,3,5,4,3,6,5,5,5,2,3,1,1,X1,5,5,5,5,5,4,0
16011596,大学,文系,勤務経験なし,,,,,,,33,2,37,2,33,2,5,5,4,5,4,5,5,5,3,5,3,3,1,1,3,2,5,3,4,1,1,1,W1,5,"3,5",5,4,5,"4,3",0
16011608,大学,文系,現在、勤務しています,B社,596,店名_352,705334,41699,6カ月以上,60,5,54,5,58,5,3,2,3,5,5,3,3,3,2,3,4,3,5,4,5,3,3,3,5,4,1,1,Y4,3,"2,5","2,5",3,3,"3,8",0
16011620,,,勤務経験なし,,,,,,,36,2,47,4,"40,5",3,3,3,3,3,2,3,3,3,4,3,3,3,2,2,5,5,3,4,3,3,1,1,X3,3,"3,5",3,3,3,0,0
16011644,大学,文系,勤務経験なし,,,,,,,55,5,63,6,60,5,3,4,4,3,4,3,3,4,4,4,3,3,4,5,4,5,4,3,4,3,1,1,W4,3,4,4,"3,5",3,"3,5",0
16011650,大学,文系,勤務経験なし,,,,,,,40,3,36,2,"36,5",2,4,3,3,3,3,3,3,3,3,3,5,2,2,2,4,3,3,2,4,5,1,1,Z3,4,3,3,"2,5",3,0,0
16011658,大学,文系,勤務経験なし,,,,,,,35,2,30,2,"30,5",2,4,3,3,5,5,2,2,4,2,4,4,1,1,1,2,3,2,1,5,5,1,1,Y4,4,"2,5","3,5","2,5",2,4,0
16011666,大学,文系,勤務経験なし,,,,,,,42,3,52,4,"46,5",4,2,1,2,4,5,1,1,1,2,2,4,2,3,3,4,5,1,3,5,5,1,1,Z3,2,2,"1,5","1,5",1,"3,3",0
16011683,,,勤務経験なし,,,,,,,42,3,34,2,"36,5",2,4,4,4,5,5,3,5,4,3,4,2,3,2,2,3,4,4,3,5,2,1,1,Y1,4,"3,5",4,"3,5",4,"4,3",0
16011684,,,勤務経験なし,,,,,,,52,4,38,3,"44,5",3,3,4,4,3,2,3,4,4,5,5,5,5,3,3,5,5,3,4,3,5,1,1,Z2,3,"4,5","4,5","4,5","3,5","3,3",0
16011687,大学,文系,現在、勤務しています,B社,537,店名_657,576435,41030,6カ月以上,55,5,58,5,"57,5",5,4,3,3,5,5,4,3,3,2,3,3,3,3,3,3,2,3,3,5,3,1,1,Y2,4,"2,5",3,3,"3,5",4,0
16011690,大学,文系,現在、勤務しています,B社,1556,店名_037,589176,41091,6カ月以上,45,3,46,4,45,3,4,4,4,3,4,4,3,3,3,4,4,3,3,3,5,3,4,3,4,4,1,1,Y2,4,"3,5",4,3,"3,5","3,5",0
16011691,大学,文系,勤務経験なし,,,,,,,30,2,31,2,28,1,4,3,4,2,3,5,3,3,5,3,4,5,1,1,5,5,3,4,2,4,1,1,X4,4,"4,5",3,4,4,"3,5",0
16011694,大学,文系,勤務経験なし,,,,,,,44,3,50,4,"46,5",4,3,3,3,2,1,5,5,1,3,3,1,3,2,3,2,4,4,3,1,1,1,1,W2,3,3,3,2,5,0,0
16011703,大学,文系,勤務経験なし,,,,,,,61,5,69,6,67,6,4,3,3,4,4,3,4,3,3,4,4,3,5,5,5,4,4,2,4,3,1,1,Y1,4,3,"3,5",3,"3,5","3,8",0
16011705,大学,文系,勤務経験なし,,,,,,,53,4,57,5,"55,5",5,3,2,3,2,2,2,3,2,5,3,4,5,4,4,5,6,3,3,2,3,1,1,X3,3,4,"2,5","3,5","2,5",3,0
16011710,大学,文系,勤務経験なし,,,,,,,47,4,31,2,"37,5",2,4,5,4,3,3,1,2,3,5,5,4,3,2,2,5,4,4,3,4,5,1,1,Z1,4,"4,5",5,3,"1,5","3,8",0
16011718,大学,文系,勤務経験なし,,,,,,,45,3,33,2,"37,5",2,3,3,4,2,2,3,3,4,2,3,1,3,2,1,4,2,4,2,4,1,1,1,W3,3,3,3,"3,5",3,"2,3",0
16011723,大学,文系,勤務経験なし,,,,,,,51,4,51,4,51,4,5,5,5,3,4,3,3,3,5,5,5,3,4,4,5,6,4,5,2,5,1,1,X4,5,5,5,3,3,"4,3",0
